product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,3500,28600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,4000,29100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,4900,30000.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,5000,30100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,6000,31100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,6500,31600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,6800,31900.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,7000,32100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,8000,33100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,9000,34100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,10000,35100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,12500,37600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,15000,40100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,100,25200.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,200,25300.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,300,25400.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,400,25500.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,500,25600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,1000,26100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,2000,27100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,2500,27600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,2600,27700.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
