case,phase,start_year,withdrawal,path_order,portfolio,weights,net_operating_cash,receipts,total_costs,copies,distinct_signals,signal_participation,homogeneous_control_matched,evaluation_months,rr_deaths,max_same_signal_deaths,same_signal_multi_death_events,worst_1d_cohort_deaths,worst_1d_fraction,worst_1d_at,half_loss_1d_episodes_min5,peak_1d_replacement_demand,possible_1d_death_cluster,worst_5d_cohort_deaths,worst_5d_fraction,worst_5d_at,half_loss_5d_episodes_min5,peak_5d_replacement_demand,possible_5d_death_cluster,worst_20d_cohort_deaths,worst_20d_fraction,worst_20d_at,half_loss_20d_episodes_min5,peak_20d_replacement_demand,possible_20d_death_cluster,book_wipeouts,days_empty_after_first_activation,deaths,accounts,alive
operating__2023__maximum__mae_first__wide,operating,2023,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",225897.3,234980.3,9083.0,50628,5341,0.7703735756526756,,101,"{""0.50"": 5, ""1.50"": 5, ""2.50"": 8, ""3.50"": 10}",4,4,4,0.5,2023-10-18T00:00:00,0,4,4,4,0.75,2023-10-16T00:00:00,0,4,4,5,0.833333,2023-09-25T00:00:00,1,6,6,0,0.0,28,46,18
isolation__2025__maximum__mae_first__rr_0.50,isolation,2025,maximum,mae_first,rr_0.50,"{""0.50"": 1}",-4000.0,0.0,4000.0,5960,298,0.0982201713909031,True,0,"{""0.50"": 20}",20,1,20,1.0,2025-03-10T00:00:00,1,20,20,20,1.0,2025-03-04T00:00:00,1,20,20,20,1.0,2025-02-11T00:00:00,1,20,20,1,490.1028,20,20,0
isolation__2025__maximum__mae_first__rr_0.75,isolation,2025,maximum,mae_first,rr_0.75,"{""0.75"": 1}",-4000.0,0.0,4000.0,5600,280,0.0922874093605801,True,0,"{""0.75"": 20}",20,1,20,1.0,2025-03-11T00:00:00,1,20,20,20,1.0,2025-03-05T00:00:00,1,20,20,20,1.0,2025-02-12T00:00:00,1,20,20,1,489.8431,20,20,0
isolation__2025__maximum__mae_first__rr_1.00,isolation,2025,maximum,mae_first,rr_1.00,"{""1.00"": 1}",-4000.0,0.0,4000.0,7380,369,0.12162162162162163,True,0,"{""1.00"": 20}",20,1,20,1.0,2025-04-04T00:00:00,1,20,20,20,1.0,2025-03-31T00:00:00,1,20,20,20,1.0,2025-03-10T00:00:00,1,20,20,1,464.941,20,20,0
isolation__2025__maximum__mae_first__rr_1.25,isolation,2025,maximum,mae_first,rr_1.25,"{""1.25"": 1}",-4000.0,0.0,4000.0,6820,341,0.11242993735575338,True,0,"{""1.25"": 20}",20,1,20,1.0,2025-04-04T00:00:00,1,20,20,20,1.0,2025-03-31T00:00:00,1,20,20,20,1.0,2025-03-10T00:00:00,1,20,20,1,465.0514,20,20,0
isolation__2025__maximum__mae_first__rr_1.50,isolation,2025,maximum,mae_first,rr_1.50,"{""1.50"": 1}",-4000.0,0.0,4000.0,6540,327,0.10781404549950543,True,0,"{""1.50"": 20}",20,1,20,1.0,2025-04-04T00:00:00,1,20,20,20,1.0,2025-03-31T00:00:00,1,20,20,20,1.0,2025-03-10T00:00:00,1,20,20,1,465.0514,20,20,0
isolation__2025__maximum__mae_first__rr_2.00,isolation,2025,maximum,mae_first,rr_2.00,"{""2.00"": 1}",-4000.0,0.0,4000.0,640,32,0.010554089709762533,True,0,"{""2.00"": 20}",20,1,20,1.0,2025-01-13T00:00:00,1,20,20,20,1.0,2025-01-07T00:00:00,1,20,20,20,1.0,2025-01-02T00:00:00,1,20,20,1,545.9171,20,20,0
isolation__2025__maximum__mae_first__rr_2.50,isolation,2025,maximum,mae_first,rr_2.50,"{""2.50"": 1}",-4000.0,0.0,4000.0,560,28,0.009234828496042216,True,0,"{""2.50"": 20}",20,1,20,1.0,2025-01-13T00:00:00,1,20,20,20,1.0,2025-01-07T00:00:00,1,20,20,20,1.0,2025-01-02T00:00:00,1,20,20,1,545.9171,20,20,0
isolation__2025__maximum__mae_first__rr_3.00,isolation,2025,maximum,mae_first,rr_3.00,"{""3.00"": 1}",-4000.0,0.0,4000.0,3760,188,0.06200527704485488,True,0,"{""3.00"": 20}",20,1,20,1.0,2025-03-07T00:00:00,1,20,20,20,1.0,2025-03-03T00:00:00,1,20,20,20,1.0,2025-02-10T00:00:00,1,20,20,1,493.0005,20,20,0
isolation__2025__maximum__mae_first__rr_3.50,isolation,2025,maximum,mae_first,rr_3.50,"{""3.50"": 1}",-4000.0,0.0,4000.0,480,24,0.00791817881887166,True,0,"{""3.50"": 20}",20,1,20,1.0,2025-01-13T00:00:00,1,20,20,20,1.0,2025-01-07T00:00:00,1,20,20,20,1.0,2025-01-02T00:00:00,1,20,20,1,546.2285,20,20,0
isolation__2025__maximum__mae_first__near,isolation,2025,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",-4000.0,0.0,4000.0,6210,371,0.12228081740276862,,0,"{""0.75"": 10, ""1.25"": 10}",10,2,10,1.0,2025-04-04T00:00:00,2,10,10,10,1.0,2025-03-31T00:00:00,2,10,10,20,1.0,2025-03-10T00:00:00,2,20,20,1,465.0514,20,20,0
isolation__2025__maximum__mae_first__modest,isolation,2025,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",-4000.0,0.0,4000.0,6250,388,0.12788398154251812,,0,"{""0.50"": 10, ""1.50"": 10}",10,2,10,1.0,2025-04-04T00:00:00,2,10,10,10,1.0,2025-03-31T00:00:00,2,10,10,20,1.0,2025-03-10T00:00:00,2,20,20,1,465.0514,20,20,0
isolation__2025__maximum__mae_first__four,isolation,2025,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-4000.0,0.0,4000.0,5130,408,0.13447593935398813,,0,"{""0.50"": 5, ""1.00"": 5, ""1.50"": 5, ""2.00"": 5}",5,4,10,1.0,2025-04-04T00:00:00,1,10,10,10,1.0,2025-03-31T00:00:00,1,10,10,15,1.0,2025-03-10T00:00:00,1,15,15,1,464.941,20,20,0
isolation__2025__maximum__mae_first__wide,isolation,2025,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",-4000.0,0.0,4000.0,3385,388,0.12788398154251812,,0,"{""0.50"": 5, ""1.50"": 5, ""2.50"": 5, ""3.50"": 5}",5,4,10,1.0,2025-04-04T00:00:00,3,10,10,10,1.0,2025-03-31T00:00:00,3,10,10,10,1.0,2025-03-10T00:00:00,3,10,10,1,465.0514,20,20,0
operating__2025__maximum__mae_first__rr_0.50,operating,2025,maximum,mae_first,rr_0.50,"{""0.50"": 1}",4293.75,7844.75,3551.0,10026,1966,0.6479894528675016,,47,"{""0.50"": 9}",3,1,3,0.375,2026-02-17T00:00:00,0,3,3,3,0.375,2026-02-11T00:00:00,0,3,3,3,0.375,2026-02-02T00:00:00,0,4,4,0,0.0,9,16,7
operating__2025__maximum__mae_first__rr_0.75,operating,2025,maximum,mae_first,rr_0.75,"{""0.75"": 1}",-5039.0,0.0,5039.0,7147,1822,0.6005273566249176,,58,"{""0.75"": 20}",2,5,2,1.0,2026-03-26T00:00:00,0,2,2,3,1.0,2025-06-16T00:00:00,1,3,3,6,1.0,2025-05-22T00:00:00,1,7,7,1,6.3058,20,25,5
operating__2025__maximum__mae_first__rr_1.00,operating,2025,maximum,mae_first,rr_1.00,"{""1.00"": 1}",-5171.0,0.0,5171.0,7375,1702,0.5609756097560976,True,62,"{""1.00"": 20}",2,5,3,1.0,2026-03-20T00:00:00,1,3,3,4,1.0,2026-03-16T00:00:00,1,4,4,6,1.0,2026-02-23T00:00:00,1,8,8,1,12.1627,20,25,5
operating__2025__maximum__mae_first__rr_1.25,operating,2025,maximum,mae_first,rr_1.25,"{""1.25"": 1}",-3520.8,1077.2,4598.0,7690,1649,0.5436861193537751,,56,"{""1.25"": 16}",2,4,2,0.5,2026-03-26T00:00:00,0,2,2,3,0.75,2026-03-20T00:00:00,1,3,3,6,0.857143,2026-03-10T00:00:00,1,7,7,0,0.0,16,22,6
operating__2025__maximum__mae_first__rr_1.50,operating,2025,maximum,mae_first,rr_1.50,"{""1.50"": 1}",744.35,4993.35,4249.0,6865,1581,0.5212660731948566,,53,"{""1.50"": 15}",2,2,2,0.5,2026-04-07T00:00:00,0,2,2,3,0.6,2026-03-18T00:00:00,1,3,3,4,0.666667,2026-02-27T00:00:00,1,6,6,0,0.0,15,20,5
operating__2025__maximum__mae_first__rr_2.00,operating,2025,maximum,mae_first,rr_2.00,"{""2.00"": 1}",5063.05,8904.05,3841.0,6552,1475,0.48647757255936674,,52,"{""2.00"": 11}",2,1,2,0.4,2026-04-07T00:00:00,0,2,2,2,0.4,2026-03-20T00:00:00,0,2,2,2,0.4,2026-02-27T00:00:00,0,4,4,0,0.0,11,17,6
operating__2025__maximum__mae_first__rr_2.50,operating,2025,maximum,mae_first,rr_2.50,"{""2.50"": 1}",9502.6,13244.6,3742.0,6663,1404,0.4630606860158311,,49,"{""2.50"": 10}",1,0,2,0.285714,2026-02-13T00:00:00,0,2,2,2,0.4,2026-03-23T00:00:00,0,2,2,3,0.5,2026-03-02T00:00:00,1,3,3,0,0.0,10,17,7
operating__2025__maximum__mae_first__rr_3.00,operating,2025,maximum,mae_first,rr_3.00,"{""3.00"": 1}",17668.85,21693.85,4025.0,6424,1347,0.44426121372031663,,50,"{""3.00"": 12}",3,1,3,0.428571,2026-04-07T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,4,4,0,0.0,12,19,7
operating__2025__maximum__mae_first__rr_3.50,operating,2025,maximum,mae_first,rr_3.50,"{""3.50"": 1}",20772.65,24422.65,3650.0,5761,1273,0.41999340151765097,,50,"{""3.50"": 10}",2,1,3,0.428571,2026-04-07T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,4,4,0,0.0,10,16,6
operating__2025__maximum__mae_first__near,operating,2025,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",-4822.0,0.0,4822.0,7806,1833,0.6041529334212261,,59,"{""0.75"": 8, ""1.25"": 10}",2,2,2,1.0,2026-03-26T00:00:00,0,2,2,4,1.0,2026-03-20T00:00:00,1,4,4,7,1.0,2025-05-22T00:00:00,1,8,8,1,6.1565,18,23,5
operating__2025__maximum__mae_first__modest,operating,2025,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",2349.8,6065.8,3716.0,8005,1980,0.6526038233355307,,52,"{""0.50"": 1, ""1.50"": 10}",2,1,2,0.333333,2026-04-07T00:00:00,0,2,2,2,0.333333,2026-03-16T00:00:00,0,2,2,2,0.333333,2026-02-27T00:00:00,0,4,4,0,0.0,11,16,5
operating__2025__maximum__mae_first__four,operating,2025,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-738.0,3985.0,4723.0,8097,1989,0.6555702043506921,,56,"{""1.00"": 9, ""1.50"": 6, ""2.00"": 2}",2,1,2,0.333333,2025-08-01T00:00:00,0,2,2,3,0.5,2026-03-20T00:00:00,0,3,3,4,0.666667,2026-02-27T00:00:00,1,6,6,0,0.0,17,23,6
operating__2025__maximum__mae_first__wide,operating,2025,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",8422.7,12223.7,3801.0,8049,1997,0.6582069874752802,,47,"{""1.50"": 7, ""2.50"": 1, ""3.50"": 3}",1,0,2,0.285714,2026-02-13T00:00:00,0,2,2,2,0.285714,2026-02-09T00:00:00,0,2,2,2,0.285714,2026-02-02T00:00:00,0,3,3,0,0.0,11,18,7
isolation__2020__minimum__mfe_first__rr_0.50,isolation,2020,minimum,mfe_first,rr_0.50,"{""0.50"": 1}",-4000.0,0.0,4000.0,44860,2243,0.1771861916423098,True,0,"{""0.50"": 20}",20,1,20,1.0,2021-06-04T00:00:00,1,20,20,20,1.0,2021-05-31T00:00:00,1,20,20,20,1.0,2021-05-10T00:00:00,1,20,20,1,1865.2451,20,20,0
isolation__2020__minimum__mfe_first__rr_0.75,isolation,2020,minimum,mfe_first,rr_0.75,"{""0.75"": 1}",-4000.0,0.0,4000.0,6020,301,0.023777549569476263,True,0,"{""0.75"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__minimum__mfe_first__rr_1.00,isolation,2020,minimum,mfe_first,rr_1.00,"{""1.00"": 1}",-4000.0,0.0,4000.0,5640,282,0.022278401011218203,True,0,"{""1.00"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__minimum__mfe_first__rr_1.25,isolation,2020,minimum,mfe_first,rr_1.25,"{""1.25"": 1}",-4000.0,0.0,4000.0,4340,217,0.017144663032314135,True,0,"{""1.25"": 20}",20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7505,20,20,0
isolation__2020__minimum__mfe_first__rr_1.50,isolation,2020,minimum,mfe_first,rr_1.50,"{""1.50"": 1}",-4000.0,0.0,4000.0,4200,210,0.016594231529039907,True,0,"{""1.50"": 20}",20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7088,20,20,0
isolation__2020__minimum__mfe_first__rr_2.00,isolation,2020,minimum,mfe_first,rr_2.00,"{""2.00"": 1}",-4000.0,0.0,4000.0,4700,235,0.018571202781729097,True,0,"{""2.00"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__minimum__mfe_first__rr_2.50,isolation,2020,minimum,mfe_first,rr_2.50,"{""2.50"": 1}",-4000.0,0.0,4000.0,3700,185,0.014622194119506797,True,0,"{""2.50"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.2405,20,20,0
isolation__2020__minimum__mfe_first__rr_3.00,isolation,2020,minimum,mfe_first,rr_3.00,"{""3.00"": 1}",-4000.0,0.0,4000.0,3440,172,0.013596837944664032,True,0,"{""3.00"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0
isolation__2020__minimum__mfe_first__rr_3.50,isolation,2020,minimum,mfe_first,rr_3.50,"{""3.50"": 1}",-4000.0,0.0,4000.0,3300,165,0.013050699992090485,True,0,"{""3.50"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0
isolation__2020__minimum__mfe_first__near,isolation,2020,minimum,mfe_first,near,"{""0.75"": 1, ""1.25"": 1}",-4000.0,0.0,4000.0,5180,303,0.023935539932064143,,0,"{""0.75"": 10, ""1.25"": 10}",10,2,10,1.0,2020-03-12T00:00:00,2,10,10,10,1.0,2020-03-06T00:00:00,2,10,10,20,1.0,2020-02-14T00:00:00,2,20,20,1,2314.0167,20,20,0
isolation__2020__minimum__mfe_first__modest,isolation,2020,minimum,mfe_first,modest,"{""0.50"": 1, ""1.50"": 1}",-4000.0,0.0,4000.0,24530,2244,0.17726518682360376,,0,"{""0.50"": 10, ""1.50"": 10}",10,2,10,1.0,2021-06-04T00:00:00,2,10,10,10,1.0,2021-05-31T00:00:00,2,10,10,10,1.0,2021-05-10T00:00:00,2,10,10,1,1865.2451,20,20,0
isolation__2020__minimum__mfe_first__four,isolation,2020,minimum,mfe_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-4000.0,0.0,4000.0,14850,2249,0.17766016273007346,,0,"{""0.50"": 5, ""1.00"": 5, ""1.50"": 5, ""2.00"": 5}",10,3,10,1.0,2021-06-04T00:00:00,2,10,10,10,1.0,2021-05-31T00:00:00,2,10,10,15,1.0,2021-05-10T00:00:00,2,15,15,1,1865.2451,20,20,0
isolation__2020__minimum__mfe_first__wide,isolation,2020,minimum,mfe_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",-4000.0,0.0,4000.0,14015,2244,0.17726518682360376,,0,"{""0.50"": 5, ""1.50"": 5, ""2.50"": 5, ""3.50"": 5}",5,4,10,1.0,2021-06-04T00:00:00,3,10,15,15,1.0,2021-05-31T00:00:00,3,15,15,15,1.0,2021-05-10T00:00:00,3,15,15,1,1865.2451,20,20,0
operating__2020__minimum__mfe_first__rr_0.50,operating,2020,minimum,mfe_first,rr_0.50,"{""0.50"": 1}",84087.0,104500.0,20413.0,93841,10069,0.7954024804486927,,236,"{""0.50"": 82}",10,18,10,1.0,2021-06-04T00:00:00,6,10,10,10,1.0,2021-05-31T00:00:00,6,10,10,11,1.0,2021-05-10T00:00:00,8,11,11,3,45.2519,82,101,19
operating__2020__minimum__mfe_first__rr_0.75,operating,2020,minimum,mfe_first,rr_0.75,"{""0.75"": 1}",217836.0,235000.0,17164.0,122674,9452,0.746662453590331,,183,"{""0.75"": 69}",7,16,9,1.0,2020-03-12T00:00:00,5,9,9,10,1.0,2020-03-06T00:00:00,6,10,10,10,1.0,2020-03-02T00:00:00,6,10,10,3,40.6838,69,89,20
operating__2020__minimum__mfe_first__rr_1.00,operating,2020,minimum,mfe_first,rr_1.00,"{""1.00"": 1}",333878.0,348500.0,14622.0,122404,9071,0.7166218991941855,True,159,"{""1.00"": 55}",7,12,8,1.0,2020-03-12T00:00:00,3,8,8,11,1.0,2020-03-06T00:00:00,5,11,11,12,1.0,2020-03-02T00:00:00,5,13,13,2,0.3088,55,75,20
operating__2020__minimum__mfe_first__rr_1.25,operating,2020,minimum,mfe_first,rr_1.25,"{""1.25"": 1}",373637.0,386000.0,12363.0,125723,8641,0.6827052224065734,,136,"{""1.25"": 43}",4,13,5,1.0,2020-03-12T00:00:00,0,5,5,6,1.0,2020-03-06T00:00:00,0,6,6,7,1.0,2020-03-02T00:00:00,3,7,7,2,0.4664,43,63,20
operating__2020__minimum__mfe_first__rr_1.50,operating,2020,minimum,mfe_first,rr_1.50,"{""1.50"": 1}",403744.0,415850.0,12106.0,118705,8282,0.6544448834452785,,132,"{""1.50"": 42}",5,12,6,1.0,2020-03-12T00:00:00,0,6,6,8,1.0,2020-03-06T00:00:00,1,8,8,8,1.0,2020-03-02T00:00:00,2,9,9,2,0.4664,42,62,20
operating__2020__minimum__mfe_first__rr_2.00,operating,2020,minimum,mfe_first,rr_2.00,"{""2.00"": 1}",378815.0,392100.0,13285.0,114345,7709,0.6092144776355303,,145,"{""2.00"": 48}",6,10,7,1.0,2020-03-12T00:00:00,0,7,7,7,1.0,2020-03-06T00:00:00,0,7,7,7,1.0,2020-03-02T00:00:00,0,7,7,2,0.3088,48,68,20
operating__2020__minimum__mfe_first__rr_2.50,operating,2020,minimum,mfe_first,rr_2.50,"{""2.50"": 1}",443211.0,457300.0,14089.0,103549,7265,0.5742175150173886,,158,"{""2.50"": 51}",7,10,7,1.0,2020-03-12T00:00:00,0,7,7,8,1.0,2020-03-06T00:00:00,3,8,8,9,1.0,2020-03-02T00:00:00,3,9,9,2,0.4664,51,71,20
operating__2020__minimum__mfe_first__rr_3.00,operating,2020,minimum,mfe_first,rr_3.00,"{""3.00"": 1}",372517.0,388200.0,15683.0,91345,6976,0.5514624505928853,,176,"{""3.00"": 59}",7,13,7,1.0,2020-03-11T00:00:00,3,7,7,7,1.0,2020-03-05T00:00:00,4,7,7,7,1.0,2020-03-02T00:00:00,6,7,7,2,0.3984,59,79,20
operating__2020__minimum__mfe_first__rr_3.50,operating,2020,minimum,mfe_first,rr_3.50,"{""3.50"": 1}",346312.0,362950.0,16638.0,86516,6701,0.5300166099818081,,186,"{""3.50"": 64}",5,16,5,1.0,2020-03-12T00:00:00,0,5,5,10,1.0,2020-03-06T00:00:00,6,10,10,10,1.0,2020-03-02T00:00:00,7,10,10,2,1.0595,64,84,20
operating__2020__minimum__mfe_first__near,operating,2020,minimum,mfe_first,near,"{""0.75"": 1, ""1.25"": 1}",306675.0,320500.0,13825.0,125568,9663,0.7633304368433526,,150,"{""0.75"": 31, ""1.25"": 20}",5,14,7,1.0,2020-03-12T00:00:00,1,7,7,8,1.0,2020-03-06T00:00:00,2,8,8,9,1.0,2020-03-02T00:00:00,4,9,9,2,0.3088,51,71,20
operating__2020__minimum__mfe_first__modest,operating,2020,minimum,mfe_first,modest,"{""0.50"": 1, ""1.50"": 1}",301521.0,317150.0,15629.0,124096,10254,0.8100165889880717,,163,"{""0.50"": 45, ""1.50"": 17}",8,14,8,0.5,2021-12-03T00:00:00,2,8,8,8,0.625,2022-06-27T00:00:00,2,8,8,13,0.65,2023-10-03T00:00:00,5,13,13,0,0.0,62,82,20
operating__2020__minimum__mfe_first__four,operating,2020,minimum,mfe_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",324303.0,338800.0,14497.0,119198,10346,0.8172841456671143,,159,"{""0.50"": 20, ""1.00"": 15, ""1.50"": 10, ""2.00"": 9}",3,9,4,0.5,2021-06-15T00:00:00,0,4,4,5,0.6,2021-06-09T00:00:00,2,5,5,10,0.714286,2021-05-19T00:00:00,4,10,10,0,0.0,54,74,20
operating__2020__minimum__mfe_first__wide,operating,2020,minimum,mfe_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",371316.0,384700.0,13384.0,118816,10319,0.8151512757721779,,148,"{""0.50"": 21, ""1.50"": 7, ""2.50"": 4, ""3.50"": 16}",3,9,3,0.5,2020-06-26T00:00:00,0,3,3,4,0.5,2020-06-22T00:00:00,0,4,4,8,0.5,2020-06-01T00:00:00,0,8,8,0,0.0,48,68,20
isolation__2023__minimum__mfe_first__rr_0.50,isolation,2023,minimum,mfe_first,rr_0.50,"{""0.50"": 1}",-4000.0,0.0,4000.0,4720,236,0.03404009808163854,True,0,"{""0.50"": 20}",20,1,20,1.0,2023-03-01T00:00:00,1,20,20,20,1.0,2023-02-23T00:00:00,1,20,20,20,1.0,2023-02-02T00:00:00,1,20,20,1,1229.9171,20,20,0
isolation__2023__minimum__mfe_first__rr_0.75,isolation,2023,minimum,mfe_first,rr_0.75,"{""0.75"": 1}",266000.0,270000.0,4000.0,107620,5381,0.7761430838021058,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_1.00,isolation,2023,minimum,mfe_first,rr_1.00,"{""1.00"": 1}",356000.0,360000.0,4000.0,101420,5071,0.731534910559723,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_1.25,isolation,2023,minimum,mfe_first,rr_1.25,"{""1.25"": 1}",366000.0,370000.0,4000.0,96200,4810,0.6939835521569759,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_1.50,isolation,2023,minimum,mfe_first,rr_1.50,"{""1.50"": 1}",376000.0,380000.0,4000.0,92420,4621,0.6668109668109669,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_2.00,isolation,2023,minimum,mfe_first,rr_2.00,"{""2.00"": 1}",366000.0,370000.0,4000.0,85820,4291,0.6192812815702121,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_2.50,isolation,2023,minimum,mfe_first,rr_2.50,"{""2.50"": 1}",466000.0,470000.0,4000.0,80660,4033,0.5822145228814782,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_3.00,isolation,2023,minimum,mfe_first,rr_3.00,"{""3.00"": 1}",416000.0,420000.0,4000.0,77460,3873,0.5591165006496319,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__rr_3.50,isolation,2023,minimum,mfe_first,rr_3.50,"{""3.50"": 1}",386000.0,390000.0,4000.0,74320,3716,0.5366064981949459,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__near,isolation,2023,minimum,mfe_first,near,"{""0.75"": 1, ""1.25"": 1}",316000.0,320000.0,4000.0,101910,5422,0.7820568296552719,,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__minimum__mfe_first__modest,isolation,2023,minimum,mfe_first,modest,"{""0.50"": 1, ""1.50"": 1}",186000.0,190000.0,4000.0,48570,4652,0.6709937977787394,,0,"{""0.50"": 10}",10,1,10,0.5,2023-03-01T00:00:00,1,10,10,10,0.5,2023-02-23T00:00:00,1,10,10,10,0.5,2023-02-02T00:00:00,1,10,10,0,0.0,10,20,10
isolation__2023__minimum__mfe_first__four,isolation,2023,minimum,mfe_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",273500.0,277500.0,4000.0,71095,5211,0.7516226741670272,,0,"{""0.50"": 5}",5,1,5,0.25,2023-03-01T00:00:00,0,5,5,5,0.25,2023-02-23T00:00:00,0,5,5,5,0.25,2023-02-02T00:00:00,0,5,5,0,0.0,5,20,15
isolation__2023__minimum__mfe_first__wide,isolation,2023,minimum,mfe_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",306000.0,310000.0,4000.0,63030,4791,0.6910428385980095,,0,"{""0.50"": 5}",5,1,5,0.25,2023-03-01T00:00:00,0,5,5,5,0.25,2023-02-23T00:00:00,0,5,5,5,0.25,2023-02-02T00:00:00,0,5,5,0,0.0,5,20,15
operating__2023__minimum__mfe_first__rr_0.50,operating,2023,minimum,mfe_first,rr_0.50,"{""0.50"": 1}",150938.0,158000.0,7062.0,64859,5057,0.7294100677917208,,89,"{""0.50"": 14}",6,3,6,1.0,2023-10-04T00:00:00,1,6,6,6,1.0,2023-09-28T00:00:00,1,6,6,6,1.0,2023-09-07T00:00:00,1,6,6,1,69.5417,14,33,19
operating__2023__minimum__mfe_first__rr_0.75,operating,2023,minimum,mfe_first,rr_0.75,"{""0.75"": 1}",137285.0,146000.0,8715.0,59983,4843,0.6985431991922688,,105,"{""0.75"": 25}",6,3,6,1.0,2023-10-25T00:00:00,1,6,6,6,1.0,2023-10-19T00:00:00,1,6,6,6,1.0,2023-09-28T00:00:00,1,6,6,1,47.2204,25,42,17
operating__2023__minimum__mfe_first__rr_1.00,operating,2023,minimum,mfe_first,rr_1.00,"{""1.00"": 1}",164292.0,172500.0,8208.0,56957,4589,0.66200230813618,True,101,"{""1.00"": 21}",5,3,5,1.0,2023-10-30T00:00:00,1,5,5,6,1.0,2023-10-24T00:00:00,1,6,6,6,1.0,2023-10-03T00:00:00,1,6,6,1,42.2197,21,39,18
