case,constituent,book_wipeouts_delta_vs_constituent,days_empty_after_first_activation_delta_vs_constituent,deaths_delta_vs_constituent,max_same_signal_deaths_delta_vs_constituent,possible_20d_death_cluster_delta_vs_constituent,net_operating_cash_delta_vs_constituent,mean_total_positive_equity_delta_vs_constituent
primary__isolation__2023__mae_first__grid20_reverse,3.03,0,0.0,2,1,1,-64500.0,-23391.678
primary__isolation__2023__mae_first__grid20_reverse,3.18,0,0.0,2,1,1,-74500.0,-26850.7183
primary__isolation__2023__mae_first__grid20_reverse,3.34,0,0.0,2,1,1,-24500.0,-16732.2268
primary__isolation__2023__mae_first__grid20_reverse,3.50,0,0.0,2,1,1,-24500.0,-18174.5811
primary__operating__2023__mae_first__wide4,0.50,-1,-69.5417,12,-2,0,29958.0,-1253.3936
primary__operating__2023__mae_first__wide4,1.50,-1,-53.0516,6,-1,0,-18146.0,-1251.2893
primary__operating__2023__mae_first__wide4,2.50,0,0.0,11,2,2,-75450.0,-17258.0226
primary__operating__2023__mae_first__wide4,3.50,-1,-46.1454,-8,1,0,7889.0,-4124.6339
primary__operating__2023__mae_first__center4,1.25,-1,-46.1454,4,-1,-1,20670.0,-16.9921
primary__operating__2023__mae_first__center4,1.75,-1,-47.1454,4,-1,-1,-17804.0,-6156.4808
primary__operating__2023__mae_first__center4,2.25,0,0.0,4,-1,0,-38877.0,-13477.8519
primary__operating__2023__mae_first__center4,2.75,0,0.0,3,-1,-1,-32179.0,-6619.0365
primary__operating__2023__mae_first__without050,0.75,-1,-47.2204,7,-2,0,34446.0,-402.0758
primary__operating__2023__mae_first__without050,1.50,-1,-53.0516,5,-1,0,-22488.0,-1996.5367
primary__operating__2023__mae_first__without050,2.50,0,0.0,10,2,2,-79792.0,-18003.2699
primary__operating__2023__mae_first__without050,3.50,-1,-46.1454,-9,1,0,3547.0,-4869.8813
primary__operating__2023__mae_first__edge4,0.50,0,-22.3081,16,-4,1,-1530.0,-3934.8521
primary__operating__2023__mae_first__edge4,0.75,0,0.0132,12,-4,1,7300.0,-2338.287
primary__operating__2023__mae_first__edge4,3.25,1,47.2336,3,-1,0,-62509.0,-13808.784
primary__operating__2023__mae_first__edge4,3.50,0,1.0882,-4,-1,1,-23599.0,-6806.0925
primary__operating__2023__mae_first__extremes2,0.50,0,-21.4517,13,-3,0,-2589.0,-5165.7592
primary__operating__2023__mae_first__extremes2,3.50,0,1.9446,-7,0,0,-24658.0,-8036.9996
primary__operating__2023__mae_first__grid5,0.50,0,-61.375,10,-4,-1,22281.0,-2044.3152
primary__operating__2023__mae_first__grid5,1.25,0,-37.9787,7,0,-1,4071.0,-2060.474
primary__operating__2023__mae_first__grid5,2.00,1,8.1667,1,0,-1,-28488.0,-10220.3961
primary__operating__2023__mae_first__grid5,2.75,1,8.1667,6,0,-1,-48778.0,-8662.5184
primary__operating__2023__mae_first__grid5,3.50,0,-37.9787,-10,-1,-1,212.0,-4915.5555
primary__operating__2023__mae_first__ladder4,1.00,0,0.0,8,0,3,-3587.0,-2442.9449
primary__operating__2023__mae_first__ladder20,1.00,0,0.0,9,0,4,-1653.0,-5605.2023
primary__operating__2023__mae_first__uniform_low,1.00,0,0.0,17,2,12,10123.0,-15502.8338
primary__operating__2023__mae_first__grid10,0.50,0,-21.3213,-1,-4,0,75323.0,11170.6931
primary__operating__2023__mae_first__grid10,0.83,0,1.1903,-6,-3,0,70889.0,11092.9203
primary__operating__2023__mae_first__grid10,1.17,0,2.9584,-2,-1,0,15514.0,8960.1469
