cohort,kind,start,portfolio,lower_rr,higher_rr,lower_weight,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,mdd_delta_vs_rr1,pnl_delta_vs_rr1,beats_both_constituents,smoothing
full_2022-01-01,full,2022-01-01,pair_0.75_2.75_low50,0.75,2.75,0.5,27188.65,5016.875,2026-03-27,254,358,True,87,-1632.625,-2084.074999999999,-3297.7750000000015,-1361.875,702.9000000000015,False,0.0
full_2022-01-01,full,2022-01-01,pair_0.75_2.75_low75,0.75,2.75,0.75,25200.425000000003,4896.862499999996,2026-03-27,251,353,True,79,-1581.262499999999,-2065.5250000000005,-3319.962499999998,-1481.8875000000044,-1285.324999999997,False,3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.00_low25,0.75,3.00,0.25,29031.1125,5329.375,2026-03-27,254,358,True,83,-1683.9874999999975,-2313.9500000000007,-3865.3875000000007,-1049.375,2545.3624999999993,False,-9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_0.75_3.00_low50,0.75,3.00,0.5,27091.475,5145.200000000001,2026-03-27,254,358,True,85,-1632.625,-2139.0999999999985,-3690.9749999999985,-1233.5499999999993,605.7249999999985,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.00_low75,0.75,3.00,0.75,25151.8375,4961.0250000000015,2026-03-27,254,358,True,79,-1581.2625000000007,-2065.5250000000005,-3516.5624999999964,-1417.7249999999985,-1333.9124999999985,False,-2.7284841053187847e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.25_low25,0.75,3.25,0.25,31042.425,4979.725000000006,2026-03-27,136,191,True,83,-1683.987500000001,-2323.4000000000015,-3764.475000000002,-1399.0249999999942,4556.674999999999,False,-4.547473508864641e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.25_low50,0.75,3.25,0.5,28432.35,4912.100000000002,2026-03-27,136,191,True,87,-1632.625,-2147.5499999999993,-3623.699999999997,-1466.6499999999978,1946.5999999999985,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.25_low75,0.75,3.25,0.75,25822.275,4844.4749999999985,2026-03-27,132,184,True,82,-1581.262499999999,-2065.5250000000005,-3482.9249999999956,-1534.2750000000015,-663.4749999999985,False,9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_0.75_3.50_low25,0.75,3.50,0.25,30099.787500000002,5829.4375,2026-03-27,248,351,True,79,-1683.987500000001,-2323.4000000000015,-4209.600000000002,-549.3125,3614.037500000002,False,-9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_0.75_3.50_low50,0.75,3.50,0.5,27803.925000000003,5478.575000000001,2026-03-27,249,352,True,85,-1632.625,-2147.5499999999993,-3920.449999999997,-900.1749999999993,1318.175000000003,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_0.75_3.50_low75,0.75,3.50,0.75,25508.0625,5127.7125000000015,2026-03-27,251,355,True,82,-1581.262499999999,-2051.0250000000005,-3631.2999999999956,-1251.0374999999985,-977.6875,False,-2.7284841053187847e-12
full_2022-01-01,full,2022-01-01,pair_1.00_1.50_low25,1.00,1.50,0.25,27320.5375,6398.987499999996,2026-03-27,241,339,True,87,-1683.987500000001,-2254.1000000000004,-4272.737499999999,20.237499999995634,834.7874999999985,False,97.06250000000273
full_2022-01-01,full,2022-01-01,pair_1.00_1.50_low50,1.00,1.50,0.5,27042.275,6325.924999999999,2026-03-27,240,338,True,84,-1632.625,-2201.2500000000005,-4295.424999999999,-52.82500000000073,556.5250000000015,True,131.02499999999964
full_2022-01-01,full,2022-01-01,pair_1.00_1.50_low75,1.00,1.50,0.75,26764.0125,6352.3375000000015,2026-03-27,234,330,True,76,-1581.262499999999,-2148.4,-4318.112499999999,-26.412499999998545,278.2625000000007,True,65.512499999998
full_2022-01-01,full,2022-01-01,pair_1.00_1.75_low25,1.00,1.75,0.25,27259.5625,6923.237499999996,2026-03-27,285,401,True,79,-1683.987500000001,-2254.1,-4141.524999999998,544.4874999999956,773.8125,False,97.06250000000273
full_2022-01-01,full,2022-01-01,pair_1.00_1.75_low50,1.00,1.75,0.5,27001.625,6612.325000000001,2026-03-27,253,357,True,83,-1632.625,-2201.25,-4204.4000000000015,233.57500000000073,515.875,False,194.12499999999818
full_2022-01-01,full,2022-01-01,pair_1.00_1.75_low75,1.00,1.75,0.75,26743.6875,6353.287500000002,2026-03-27,240,338,True,73,-1581.2625000000007,-2148.4,-4272.5999999999985,-25.462499999997817,257.9375,True,239.31249999999727
full_2022-01-01,full,2022-01-01,pair_1.00_2.00_low25,1.00,2.00,0.25,25953.512499999997,5951.962499999994,2026-03-27,301,423,True,77,-1683.9874999999993,-2147.9749999999985,-3725.9499999999935,-426.7875000000058,-532.2375000000029,False,3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.00_low50,1.00,2.00,0.5,26130.925,6094.2249999999985,2026-03-27,284,400,True,79,-1632.625,-2079.4750000000004,-3884.4500000000007,-284.52500000000146,-354.8250000000007,False,0.0
full_2022-01-01,full,2022-01-01,pair_1.00_2.00_low75,1.00,2.00,0.75,26308.3375,6236.487500000003,2026-03-27,243,343,True,78,-1581.262499999999,-2115.949999999997,-4107.712499999998,-142.2624999999971,-177.41249999999854,False,-3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.25_low25,1.00,2.25,0.25,27857.800000000003,5556.5625,2026-03-27,287,403,True,85,-1683.9874999999975,-2184.649999999998,-3633.2500000000036,-822.1875,1372.050000000003,False,3.375
full_2022-01-01,full,2022-01-01,pair_1.00_2.25_low50,1.00,2.25,0.5,27400.45,5830.625,2026-03-27,243,343,True,82,-1632.6249999999982,-2210.8499999999985,-3869.100000000002,-548.125,914.7000000000007,False,2.25
full_2022-01-01,full,2022-01-01,pair_1.00_2.25_low75,1.00,2.25,0.75,26943.1,6104.6875,2026-03-27,235,331,True,78,-1581.2625000000007,-2237.0499999999975,-4104.949999999997,-274.0625,457.34999999999854,False,1.125
full_2022-01-01,full,2022-01-01,pair_1.00_2.50_low25,1.00,2.50,0.25,30998.8375,5449.649999999994,2026-03-27,267,375,True,78,-1683.987500000001,-2147.975000000006,-3705.6249999999964,-929.1000000000058,4513.0875000000015,False,3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.50_low50,1.00,2.50,0.5,29494.475,5759.3499999999985,2026-03-27,243,343,True,85,-1632.625,-2128.8499999999985,-3917.3499999999985,-619.4000000000015,3008.7249999999985,False,0.0
full_2022-01-01,full,2022-01-01,pair_1.00_2.50_low75,1.00,2.50,0.75,27990.1125,6069.050000000003,2026-03-27,235,331,True,81,-1581.262499999999,-2196.0499999999975,-4129.075000000001,-309.6999999999971,1504.3624999999993,False,-3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.75_low25,1.00,2.75,0.25,29995.262499999997,5537.362500000003,2026-03-27,248,350,True,81,-1683.987500000001,-2345.0374999999985,-3831.4500000000007,-841.3874999999971,3509.512499999997,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.75_low50,1.00,2.75,0.5,28825.425,5817.825000000004,2026-03-27,236,332,True,86,-1632.625,-2317.774999999998,-3811.975000000002,-560.9249999999956,2339.6749999999993,False,-3.637978807091713e-12
full_2022-01-01,full,2022-01-01,pair_1.00_2.75_low75,1.00,2.75,0.75,27655.5875,6098.2874999999985,2026-03-27,234,330,True,79,-1581.262499999999,-2290.512499999997,-4068.949999999997,-280.46250000000146,1169.8375000000015,False,1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.00_low25,1.00,3.00,0.25,29849.5,5729.8499999999985,2026-03-27,246,346,True,82,-1683.9874999999975,-2345.0374999999985,-4115.049999999999,-648.9000000000015,3363.75,False,9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_1.00_3.00_low50,1.00,3.00,0.5,28728.25,5946.1500000000015,2026-03-27,236,334,True,85,-1632.6249999999982,-2317.774999999998,-4190.299999999999,-432.59999999999854,2242.5,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.00_low75,1.00,3.00,0.75,27607.0,6162.450000000001,2026-03-27,236,334,True,75,-1581.2625000000007,-2290.512499999997,-4265.549999999999,-216.29999999999927,1121.25,False,-9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_1.00_3.25_low25,1.00,3.25,0.25,31860.8125,5380.200000000004,2026-03-27,136,191,True,84,-1683.987500000001,-2440.25,-4014.1375000000007,-998.5499999999956,5375.0625,False,-2.7284841053187847e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.25_low50,1.00,3.25,0.5,30069.125,5713.050000000003,2026-03-27,136,191,True,88,-1632.625,-2381.25,-4123.024999999998,-665.6999999999971,3583.375,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.25_low75,1.00,3.25,0.75,28277.4375,6045.899999999998,2026-03-27,131,183,True,76,-1581.262499999999,-2322.2499999999964,-4231.9124999999985,-332.8500000000022,1791.6875,False,2.7284841053187847e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.50_low25,1.00,3.50,0.25,30918.175000000003,6229.9124999999985,2026-03-27,242,343,True,81,-1683.987500000001,-2440.25,-4459.262500000001,-148.83750000000146,4432.425000000003,False,9.094947017729282e-13
full_2022-01-01,full,2022-01-01,pair_1.00_3.50_low50,1.00,3.50,0.5,29440.7,6279.5250000000015,2026-03-27,238,337,True,82,-1632.625,-2381.25,-4419.774999999998,-99.22499999999854,2954.9500000000007,False,-1.8189894035458565e-12
full_2022-01-01,full,2022-01-01,pair_1.00_3.50_low75,1.00,3.50,0.75,27963.225,6329.137500000001,2026-03-27,233,329,True,76,-1581.262499999999,-2322.2499999999964,-4380.2874999999985,-49.61249999999927,1477.4749999999985,False,-9.094947017729282e-13
full_2023-01-01,full,2023-01-01,rr_0.50,0.50,,1.0,19495.3,3472.800000000001,2025-04-04,140,196,True,65,-1529.8999999999996,-1767.3499999999985,-2317.3500000000004,-2905.949999999999,-5249.6500000000015,False,0.0
full_2023-01-01,full,2023-01-01,rr_0.75,0.75,,1.0,20592.95,4776.85,2026-03-27,102,142,True,68,-1529.8999999999996,-1955.5999999999985,-3342.1499999999996,-1601.8999999999996,-4152.0,False,0.0
full_2023-01-01,full,2023-01-01,rr_1.00,1.00,,1.0,24744.95,6378.75,2026-03-27,93,131,True,74,-1529.9000000000015,-2263.25,-4340.799999999999,0.0,0.0,False,0.0
full_2023-01-01,full,2023-01-01,rr_1.25,1.25,,1.0,24962.0,6358.850000000002,2026-03-27,149,211,True,75,-1735.3500000000004,-2244.25,-4565.75,-19.899999999997817,217.04999999999927,False,0.0
full_2023-01-01,full,2023-01-01,rr_1.50,1.50,,1.0,25489.95,6535.1500000000015,2026-03-27,127,179,True,80,-1735.3500000000004,-2237.4000000000015,-4250.049999999999,156.40000000000146,745.0,False,0.0
full_2023-01-01,full,2023-01-01,rr_1.75,1.75,,1.0,26468.2,7234.149999999998,2026-03-27,133,189,True,80,-1735.3499999999985,-2293.3499999999985,-4121.549999999999,855.3999999999978,1723.25,False,0.0
full_2023-01-01,full,2023-01-01,rr_2.00,2.00,,1.0,25673.45,5809.700000000001,2026-03-27,101,143,True,75,-1735.3500000000004,-2293.3499999999985,-4068.499999999999,-569.0499999999993,928.5,False,0.0
full_2023-01-01,full,2023-01-01,rr_2.25,2.25,,1.0,28703.2,5287.0,2026-03-27,127,179,True,83,-1735.3500000000004,-2293.350000000002,-3745.95,-1091.75,3958.25,False,0.0
full_2023-01-01,full,2023-01-01,rr_2.50,2.50,,1.0,32602.85,5139.950000000001,2026-03-27,77,107,True,85,-1735.3499999999985,-2293.3499999999985,-3519.9500000000007,-1238.7999999999993,7857.899999999998,False,0.0
full_2023-01-01,full,2023-01-01,rr_2.75,2.75,,1.0,30549.35,5256.9000000000015,2026-03-27,97,137,True,85,-1735.3500000000004,-2372.2999999999993,-4534.250000000001,-1121.8499999999985,5804.399999999998,False,0.0
full_2023-01-01,full,2023-01-01,rr_3.00,3.00,,1.0,29401.85,5513.549999999999,2026-03-27,136,194,True,80,-1735.3500000000004,-2488.800000000003,-4225.25,-865.2000000000007,4656.899999999998,False,0.0
full_2023-01-01,full,2023-01-01,rr_3.25,3.25,,1.0,30624.3,5047.350000000002,2026-03-27,139,199,True,75,-1735.3500000000004,-2499.25,-4238.650000000001,-1331.3999999999978,5879.3499999999985,False,0.0
full_2023-01-01,full,2023-01-01,rr_3.50,3.50,,1.0,29704.7,6180.300000000003,2026-03-27,137,195,True,72,-1735.3499999999985,-2499.25,-4498.75,-198.4499999999971,4959.75,False,0.0
full_2023-01-01,full,2023-01-01,pair_0.50_1.50_low25,0.50,1.50,0.25,23991.287500000002,5438.0250000000015,2026-03-27,114,162,True,82,-1683.987500000001,-2058.037499999995,-3755.6375000000007,-940.7249999999985,-753.6624999999985,False,331.53750000000036
full_2023-01-01,full,2023-01-01,pair_0.50_1.50_low50,0.50,1.50,0.5,22492.625,4602.950000000004,2026-03-27,114,162,True,73,-1632.625,-1894.6749999999993,-3261.225000000002,-1775.7999999999956,-2252.3250000000007,False,401.0249999999969
full_2023-01-01,full,2023-01-01,pair_0.50_1.50_low75,0.50,1.50,0.75,20993.962499999998,3767.875000000002,2026-03-27,109,155,True,76,-1581.2624999999998,-1742.1499999999942,-2766.812500000002,-2610.874999999998,-3750.987500000003,False,470.5124999999989
full_2023-01-01,full,2023-01-01,pair_0.50_1.75_low25,0.50,1.75,0.25,24724.975000000002,5881.699999999997,2026-03-27,127,179,True,80,-1683.9874999999975,-2030.9999999999964,-3619.0999999999985,-497.0500000000029,-19.974999999998545,False,412.1125000000011
full_2023-01-01,full,2023-01-01,pair_0.50_1.75_low50,0.50,1.75,0.5,22981.75,4604.8499999999985,2026-03-27,107,151,True,78,-1632.625,-1876.6500000000015,-3170.2000000000007,-1773.9000000000015,-1763.2000000000007,False,748.6250000000009
full_2023-01-01,full,2023-01-01,pair_0.50_1.75_low75,0.50,1.75,0.75,21238.524999999998,3768.824999999999,2026-03-27,107,153,True,76,-1581.2625000000007,-1757.6499999999978,-2721.300000000003,-2609.925000000001,-3506.425000000003,False,644.3125000000018
full_2023-01-01,full,2023-01-01,pair_0.50_2.00_low25,0.50,2.00,0.25,24128.912500000002,5090.4749999999985,2026-03-27,102,144,True,79,-1683.987500000001,-2031.0000000000036,-3398.7124999999996,-1288.2750000000015,-616.0374999999985,False,135.00000000000182
full_2023-01-01,full,2023-01-01,pair_0.50_2.00_low50,0.50,2.00,0.5,22584.375,4371.250000000004,2026-03-27,105,149,True,75,-1632.625,-1876.6500000000015,-2840.4249999999993,-2007.4999999999964,-2160.5750000000007,False,269.99999999999727
full_2023-01-01,full,2023-01-01,pair_0.50_2.00_low75,0.50,2.00,0.75,21039.837499999998,3652.0250000000015,2026-03-27,107,153,True,78,-1581.262499999999,-1808.037499999995,-2556.412500000002,-2726.7249999999985,-3705.112500000003,False,404.99999999999955
full_2023-01-01,full,2023-01-01,pair_0.50_2.25_low25,0.50,2.25,0.25,26401.225000000002,4695.074999999997,2026-03-27,92,130,True,86,-1683.987500000001,-2043.4375000000018,-3156.7999999999993,-1683.675000000003,1656.2750000000015,False,138.37500000000364
full_2023-01-01,full,2023-01-01,pair_0.50_2.25_low50,0.50,2.25,0.5,24099.25,4107.6500000000015,2026-03-27,110,156,True,88,-1632.625,-1928.4249999999993,-2834.9000000000015,-2271.0999999999985,-645.7000000000007,False,272.2499999999991
full_2023-01-01,full,2023-01-01,pair_0.50_2.25_low75,0.50,2.25,0.75,21797.274999999998,3520.2250000000004,2026-03-27,107,153,True,83,-1581.2625000000007,-1813.4124999999985,-2553.6500000000033,-2858.5249999999996,-2947.675000000003,False,406.12500000000045
full_2023-01-01,full,2023-01-01,pair_0.50_2.50_low25,0.50,2.50,0.25,29325.962499999998,4588.1624999999985,2026-03-27,86,122,True,89,-1683.9874999999975,-2031.0000000000036,-3188.5250000000015,-1790.5875000000015,4581.012499999997,False,135.00000000000182
full_2023-01-01,full,2023-01-01,pair_0.50_2.50_low50,0.50,2.50,0.5,26049.074999999997,4036.375,2026-03-27,97,137,True,85,-1632.625,-1876.6500000000015,-2883.1500000000015,-2342.375,1304.1249999999964,False,270.0000000000009
full_2023-01-01,full,2023-01-01,pair_0.50_2.50_low75,0.50,2.50,0.75,22772.1875,3484.5875000000015,2026-03-27,107,153,True,79,-1581.2625000000007,-1772.4124999999985,-2577.7750000000015,-2894.1624999999985,-1972.7625000000007,False,404.99999999999955
full_2023-01-01,full,2023-01-01,pair_0.50_2.75_low25,0.50,2.75,0.25,27785.837499999998,4675.875,2026-03-27,110,156,True,84,-1683.987500000001,-2203.824999999999,-3748.0250000000015,-1702.875,3040.887499999997,False,135.00000000000182
full_2023-01-01,full,2023-01-01,pair_0.50_2.75_low50,0.50,2.75,0.5,25022.324999999997,4094.850000000002,2026-03-27,112,158,True,88,-1632.625,-2035.3500000000004,-2961.800000000001,-2283.899999999998,277.37499999999636,False,269.9999999999991
full_2023-01-01,full,2023-01-01,pair_0.50_2.75_low75,0.50,2.75,0.75,22258.8125,3513.8250000000007,2026-03-27,107,153,True,79,-1581.2624999999998,-1866.875,-2517.6500000000033,-2864.9249999999993,-2486.1375000000007,False,405.00000000000045
full_2023-01-01,full,2023-01-01,pair_0.50_3.00_low25,0.50,3.00,0.25,26925.212499999998,4868.362499999996,2026-03-27,105,149,True,84,-1683.987500000001,-2203.8250000000025,-3597.949999999997,-1510.3875000000044,2180.262499999997,False,135.00000000000364
full_2023-01-01,full,2023-01-01,pair_0.50_3.00_low50,0.50,3.00,0.5,24448.574999999997,4223.175000000003,2026-03-27,107,151,True,81,-1632.625,-2035.3500000000004,-3156.0999999999985,-2155.574999999997,-296.37500000000364,False,269.99999999999727
full_2023-01-01,full,2023-01-01,pair_0.50_3.00_low75,0.50,3.00,0.75,21971.9375,3577.987500000001,2026-03-27,107,153,True,79,-1581.2624999999998,-1866.8749999999982,-2714.2500000000036,-2800.762499999999,-2773.0125000000007,False,404.99999999999955
full_2023-01-01,full,2023-01-01,pair_0.50_3.25_low25,0.50,3.25,0.25,27842.05,4518.7125000000015,2026-03-27,86,122,True,82,-1683.987500000001,-2299.0375000000004,-3526.3250000000007,-1860.0374999999985,3097.0999999999985,False,135.0
full_2023-01-01,full,2023-01-01,pair_0.50_3.25_low50,0.50,3.25,0.5,25059.8,4049.3250000000007,2025-04-04,105,149,True,81,-1632.625,-2098.824999999999,-3088.8250000000007,-2329.4249999999993,314.84999999999854,False,210.7500000000009
full_2023-01-01,full,2023-01-01,pair_0.50_3.25_low75,0.50,3.25,0.75,22277.55,3695.8374999999996,2025-04-04,107,153,True,76,-1581.262499999999,-1898.6124999999993,-2680.612500000003,-2682.9125000000004,-2467.4000000000015,False,170.60000000000173
full_2023-01-01,full,2023-01-01,pair_0.50_3.50_low25,0.50,3.50,0.25,27152.350000000002,5368.425000000003,2026-03-27,111,159,True,70,-1683.9874999999993,-2299.0375000000004,-3942.1624999999985,-1010.3249999999971,2407.4000000000015,False,135.0
full_2023-01-01,full,2023-01-01,pair_0.50_3.50_low50,0.50,3.50,0.5,24600.0,4556.550000000003,2026-03-27,112,158,True,80,-1632.624999999999,-2098.824999999999,-3385.5750000000007,-1822.199999999997,-144.95000000000073,False,269.9999999999991
full_2023-01-01,full,2023-01-01,pair_0.50_3.50_low75,0.50,3.50,0.75,22047.649999999998,3744.675000000001,2026-03-27,107,153,True,74,-1581.2624999999998,-1898.6125000000002,-2828.987500000003,-2634.074999999999,-2697.300000000003,False,405.0
full_2023-01-01,full,2023-01-01,pair_0.75_1.50_low25,0.75,1.50,0.25,24265.7,5923.600000000002,2026-03-27,127,179,True,80,-1683.987500000001,-2090.537499999995,-4023.0750000000007,-455.1499999999978,-479.25,False,171.97499999999854
full_2023-01-01,full,2023-01-01,pair_0.75_1.50_low50,0.75,1.50,0.5,23041.45,5524.9749999999985,2026-03-27,110,156,True,74,-1632.625,-1959.6749999999993,-3796.0999999999985,-853.7750000000015,-1703.5,False,131.02500000000236
full_2023-01-01,full,2023-01-01,pair_0.75_1.50_low75,0.75,1.50,0.75,21817.2,5150.9125,2026-03-27,97,137,True,71,-1581.2625000000007,-1947.6875,-3569.124999999998,-1227.8374999999996,-2927.75,False,65.51250000000073
full_2023-01-01,full,2023-01-01,pair_0.75_1.75_low25,0.75,1.75,0.25,24999.3875,6447.8499999999985,2026-03-27,130,184,True,77,-1683.9874999999975,-2167.3624999999993,-3886.537500000002,69.09999999999854,254.4375,False,171.97500000000036
full_2023-01-01,full,2023-01-01,pair_0.75_1.75_low50,0.75,1.75,0.5,23530.575,5661.549999999996,2026-03-27,127,179,True,79,-1632.625,-2041.3749999999964,-3705.0750000000007,-717.2000000000044,-1214.375,False,343.95000000000346
full_2023-01-01,full,2023-01-01,pair_0.75_1.75_low75,0.75,1.75,0.75,22061.7625,5151.862500000001,2026-03-27,91,129,True,72,-1581.2625000000007,-1977.1875,-3523.6124999999993,-1226.887499999999,-2683.1875,False,239.31249999999818
full_2023-01-01,full,2023-01-01,pair_0.75_2.00_low25,0.75,2.00,0.25,24403.325,5551.487500000003,2026-03-27,92,130,True,79,-1683.987500000001,-2167.3624999999993,-3453.2750000000015,-827.2624999999971,-341.625,False,-1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_2.00_low50,0.75,2.00,0.5,23133.2,5293.274999999998,2026-03-27,96,136,True,77,-1632.625,-2041.375,-3375.300000000003,-1085.4750000000022,-1611.75,False,2.7284841053187847e-12
full_2023-01-01,full,2023-01-01,pair_0.75_2.00_low75,0.75,2.00,0.75,21863.075,5035.0625,2026-03-27,91,129,True,71,-1581.2625000000007,-1977.1874999999964,-3358.7249999999985,-1343.6875,-2881.875,False,0.0
full_2023-01-01,full,2023-01-01,pair_0.75_2.25_low25,0.75,2.25,0.25,26675.6375,5156.0875000000015,2026-03-27,91,129,True,85,-1683.987500000001,-2167.3625000000065,-3383.587499999998,-1222.6624999999985,1930.6875,False,3.374999999998181
full_2023-01-01,full,2023-01-01,pair_0.75_2.25_low50,0.75,2.25,0.5,24648.075,5029.674999999999,2026-03-27,91,129,True,84,-1632.625,-2041.375,-3369.774999999998,-1349.0750000000007,-96.875,False,2.2500000000009095
full_2023-01-01,full,2023-01-01,pair_0.75_2.25_low75,0.75,2.25,0.75,22620.5125,4903.262500000003,2026-03-27,91,129,True,81,-1581.262499999999,-1966.0625,-3355.962499999998,-1475.4874999999975,-2124.4375,False,1.124999999998181
full_2023-01-01,full,2023-01-01,pair_0.75_2.50_low25,0.75,2.50,0.25,29600.374999999996,5049.175000000003,2026-03-27,89,127,True,85,-1683.9874999999975,-2167.3624999999993,-3455.962500000005,-1329.574999999997,4855.424999999996,False,-1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_2.50_low50,0.75,2.50,0.5,26597.9,4958.4000000000015,2026-03-27,90,128,True,84,-1632.625,-2041.375,-3418.0250000000015,-1420.3499999999985,1852.9500000000007,False,-9.094947017729282e-13
full_2023-01-01,full,2023-01-01,pair_0.75_2.50_low75,0.75,2.50,0.75,23595.425000000003,4867.625,2026-03-27,91,129,True,81,-1581.2625000000007,-1965.949999999997,-3380.0875000000015,-1511.125,-1149.5249999999978,False,0.0
full_2023-01-01,full,2023-01-01,pair_0.75_2.75_low25,0.75,2.75,0.25,28060.249999999996,5136.887500000004,2026-03-27,96,136,True,82,-1683.987500000001,-2228.1875,-3710.0125000000025,-1241.8624999999956,3315.2999999999956,False,-3.637978807091713e-12
full_2023-01-01,full,2023-01-01,pair_0.75_2.75_low50,0.75,2.75,0.5,25571.15,5016.875,2026-03-27,96,136,True,84,-1632.625,-2084.074999999999,-3297.7750000000015,-1361.875,826.2000000000007,False,9.094947017729282e-13
full_2023-01-01,full,2023-01-01,pair_0.75_2.75_low75,0.75,2.75,0.75,23082.050000000003,4896.862499999999,2026-03-27,91,129,True,75,-1581.2625000000007,-1949.5624999999964,-3319.9625000000015,-1481.8875000000007,-1662.8999999999978,False,1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.00_low25,0.75,3.00,0.25,27199.624999999996,5329.375,2026-03-27,91,129,True,84,-1683.9874999999993,-2313.950000000008,-3865.3875000000007,-1049.375,2454.6749999999956,False,0.0
full_2023-01-01,full,2023-01-01,pair_0.75_3.00_low50,0.75,3.00,0.5,24997.4,5145.199999999997,2026-03-27,91,129,True,81,-1632.625,-2139.0999999999985,-3690.9749999999985,-1233.550000000003,252.45000000000073,False,2.7284841053187847e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.00_low75,0.75,3.00,0.75,22795.175000000003,4961.024999999998,2026-03-27,91,129,True,75,-1581.2625000000007,-1964.2499999999964,-3516.5625,-1417.7250000000022,-1949.7749999999978,False,1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.25_low25,0.75,3.25,0.25,28116.462499999998,4979.725000000006,2026-03-27,91,131,True,76,-1683.987500000001,-2323.3999999999996,-3764.475000000002,-1399.0249999999942,3371.512499999997,False,-3.637978807091713e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.25_low50,0.75,3.25,0.5,25608.625,4912.0999999999985,2026-03-27,91,131,True,80,-1632.625,-2147.5499999999993,-3623.7000000000007,-1466.6500000000015,863.6749999999993,False,2.7284841053187847e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.25_low75,0.75,3.25,0.75,23100.787500000002,4844.475000000002,2026-03-27,91,129,True,76,-1581.2625000000007,-1971.699999999999,-3482.9249999999993,-1534.2749999999978,-1644.1624999999985,False,-1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.50_low25,0.75,3.50,0.25,27426.7625,5829.437500000004,2026-03-27,92,132,True,73,-1683.9874999999993,-2323.3999999999996,-4209.600000000002,-549.3124999999964,2681.8125,False,-1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_0.75_3.50_low50,0.75,3.50,0.5,25148.825,5478.575000000001,2026-03-27,92,132,True,79,-1632.625,-2147.5499999999993,-3920.4500000000007,-900.1749999999993,403.875,False,9.094947017729282e-13
full_2023-01-01,full,2023-01-01,pair_0.75_3.50_low75,0.75,3.50,0.75,22870.8875,5127.7125,2026-03-27,91,129,True,77,-1581.2625000000007,-1971.699999999999,-3631.2999999999993,-1251.0375000000004,-1874.0625,False,1.8189894035458565e-12
full_2023-01-01,full,2023-01-01,pair_1.00_1.50_low25,1.00,1.50,0.25,25303.7,6398.987499999999,2026-03-27,130,184,True,80,-1683.9874999999993,-2091.662500000002,-4272.737499999999,20.237499999999272,558.75,False,97.06250000000182
full_2023-01-01,full,2023-01-01,pair_1.00_1.50_low50,1.00,1.50,0.5,25117.45,6325.925000000003,2026-03-27,102,144,True,77,-1632.625,-2008.25,-4295.424999999996,-52.82499999999709,372.5,True,131.02499999999782
full_2023-01-01,full,2023-01-01,pair_1.00_1.50_low75,1.00,1.50,0.75,24931.2,6352.3375000000015,2026-03-27,92,130,True,70,-1581.2625000000025,-2135.75,-4318.112499999999,-26.412499999998545,186.25,True,65.51249999999891
full_2023-01-01,full,2023-01-01,pair_1.00_1.75_low25,1.00,1.75,0.25,26037.3875,6923.237499999996,2026-03-27,133,189,True,78,-1683.9874999999956,-2147.9749999999985,-4141.524999999998,544.4874999999956,1292.4375,False,97.06250000000273
